venue,innings,batting_team,bowling_team,team1avgscore,team2avgecoscore,team1vsteam2avgscore,team1venueavgscore,team2venueavgecoscore,venueavgscore,Totalppscore
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,45,43,46,47,50,47,29
Sardar Patel Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,43,43,43,50,52,52,50
Sardar Patel Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,43,42,42,53,37,52,37
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,45,43,42,47,44,44,59
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,43,44,43,44,39,45,34
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,42,41,46,38,47,52
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,42,45,46,42,44,40,42
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,45,41,40,35,38,40,38
Barabati Stadium,2,Kolkata Knight Riders,Punjab Kings,42,44,44,55,51,42,55
Barabati Stadium,1,Punjab Kings,Kolkata Knight Riders,45,43,45,32,49,43,49
M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,43,44,39,37,45,44,45
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,43,43,44,44,54,44,31
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mumbai Indians,43,41,42,39,35,41,43
Rajiv Gandhi International Stadium,2,Mumbai Indians,Sunrisers Hyderabad,42,42,41,51,43,41,38
JSCA International Stadium Complex,2,Chennai Super Kings,Rajasthan Royals,45,43,47,48,48,35,48
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,45,44,49,56,45,44,46
JSCA International Stadium Complex,1,Rajasthan Royals,Chennai Super Kings,43,45,44,42,42,36,42
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,43,44,44,44,44,44,34
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,43,44,46,39,42,41,55
Barabati Stadium,2,Kolkata Knight Riders,Mumbai Indians,42,41,37,48,45,44,45
Barabati Stadium,1,Mumbai Indians,Kolkata Knight Riders,42,43,44,37,44,44,37
Sardar Patel Stadium,1,Rajasthan Royals,Delhi Capitals,43,44,42,50,52,51,52
Sardar Patel Stadium,2,Delhi Capitals,Rajasthan Royals,45,43,44,33,51,51,33
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,43,43,44,40,46,41,41
JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,45,44,47,45,39,37,39
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,42,42,39,38,42,41,30
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,45,44,48,52,47,47,65
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,45,44,44,46,51,47,55
Sardar Patel Stadium,2,Rajasthan Royals,Mumbai Indians,43,41,41,50,45,49,45
Sardar Patel Stadium,1,Mumbai Indians,Rajasthan Royals,42,43,39,41,49,49,41
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,42,45,45,43,40,42,52
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,43,44,39,40,35,41,51
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,45,43,47,37,41,42,35
Rajiv Gandhi International Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,42,41,38,37,42,41,25
Punjab Cricket Association Stadium,2,Mumbai Indians,Punjab Kings,42,44,42,40,43,45,62
Punjab Cricket Association Stadium,1,Punjab Kings,Mumbai Indians,45,41,43,48,48,46,42
JSCA International Stadium Complex,1,Chennai Super Kings,Sunrisers Hyderabad,44,41,46,43,60,37,60
JSCA International Stadium Complex,2,Sunrisers Hyderabad,Chennai Super Kings,43,45,45,60,40,39,60
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,42,44,46,44,49,42,45
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,42,43,39,37,41,42,36
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,42,44,42,42,48,40,65
Punjab Cricket Association Stadium,1,Punjab Kings,Rajasthan Royals,45,43,46,48,54,46,53
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,45,41,46,34,38,40,47
Punjab Cricket Association Stadium,2,Rajasthan Royals,Punjab Kings,43,45,50,46,44,46,44
M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,45,44,46,41,45,44,64
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,43,43,44,41,41,42,49
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,42,41,38,44,41,42,49
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,42,45,44,44,51,44,34
Wankhede Stadium,2,Mumbai Indians,Rajasthan Royals,42,43,39,42,37,40,71
Punjab Cricket Association Stadium,2,Punjab Kings,Delhi Capitals,45,45,49,48,49,46,48
Punjab Cricket Association Stadium,1,Delhi Capitals,Punjab Kings,45,45,45,42,44,46,44
Wankhede Stadium,1,Rajasthan Royals,Mumbai Indians,43,41,41,45,38,40,35
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,42,45,45,44,48,42,55
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,45,43,45,45,41,42,46
Brabourne Stadium,2,Chennai Super Kings,Mumbai Indians,45,41,40,60,48,50,60
Brabourne Stadium,1,Mumbai Indians,Chennai Super Kings,42,45,46,53,53,51,53
Wankhede Stadium,1,Punjab Kings,Chennai Super Kings,45,45,44,40,44,40,70
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Punjab Kings,42,45,45,51,38,44,59
M Chinnaswamy Stadium,1,Punjab Kings,Kolkata Knight Riders,45,43,45,49,39,44,32
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,42,41,37,44,42,43,38
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,43,43,44,43,41,42,37
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,45,45,46,46,44,46,57
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,45,45,46,47,40
Maharashtra Cricket Association Stadium,2,Punjab Kings,Rajasthan Royals,45,43,47,51,51,51,51
Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Punjab Kings,43,45,49,35,35,35,35
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,42,44,46,44,48,42,53
MA Chidambaram Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,45,42,47,47,43,46,49
MA Chidambaram Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,43,45,46,51,46,47,46
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,42,43,39,37,41,43,41
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,45,41,43,44,38,41,56
Arun Jaitley Stadium,1,Delhi Capitals,Rajasthan Royals,45,44,43,47,43,47,51
Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Capitals,43,45,42,40,48,47,42
M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,43,44,40,38,45,44,65
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,42,42,37,43,44,44,47
Sardar Patel Stadium,2,Rajasthan Royals,Mumbai Indians,43,41,41,49,42,49,42
Sardar Patel Stadium,1,Mumbai Indians,Rajasthan Royals,42,44,41,31,48,48,31
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,45,45,45,47,47,43,47
Maharashtra Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,45,45,49,41,41,44,41
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,43,42,42,36,36,40,36
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,43,43,44,45,35,39,35
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,42,45,46,43,47,41,31
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Punjab Kings,42,45,46,53,41,43,53
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,Delhi Capitals,43,45,43,41,50,39,50
Maharashtra Cricket Association Stadium,1,Punjab Kings,Kolkata Knight Riders,45,43,44,46,48,45,48
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,42,42,39,36,40,39
M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,42,44,41,39,46,44,48
Sardar Patel Stadium,2,Rajasthan Royals,Chennai Super Kings,43,45,44,49,47,47,47
Sardar Patel Stadium,1,Chennai Super Kings,Rajasthan Royals,45,43,47,39,46,47,39
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,42,41,41,43,32,45,32
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,43,45,43,47,48,47,47
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,45,43,45,47,45,47,34
Sardar Patel Stadium,1,Rajasthan Royals,Punjab Kings,43,45,48,48,43,47,43
Sardar Patel Stadium,2,Punjab Kings,Rajasthan Royals,45,43,47,40,45,46,40
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,43,42,39,49,37,40,49
M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,45,44,47,45,46,44,45
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,43,43,44,43,43,41,43
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,42,45,44,43,48,44,38
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,42,45,44,47,48,47,48
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,45,41,46,46,51,47,45
Sardar Patel Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,42,43,43,49,45,46,49
Sardar Patel Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,43,44,39,48,48,46,48
MA Chidambaram Stadium,1,Chennai Super Kings,Punjab Kings,45,45,45,47,44,47,53
Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,43,41,42,40,39,41,52
Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,42,42,40,43,32,41,46
MA Chidambaram Stadium,2,Punjab Kings,Chennai Super Kings,45,45,46,38,46,47,39
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,42,45,44,48,48,47,50
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,45,44,48,46,50,47,36
Punjab Cricket Association Stadium,1,Sunrisers Hyderabad,Punjab Kings,44,45,46,42,44,46,56
Punjab Cricket Association Stadium,2,Punjab Kings,Sunrisers Hyderabad,45,42,45,48,53,46,31
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,43,45,46,48,46,46,54
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,45,43,46,47,53,47,53
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,42,43,44,43,49,44,50
Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,45,43,46,37,41,42,69
Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,43,45,46,44,42,43,38
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,45,45,48,54,48,47,75
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,43,41,41,43,39,41,55
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,42,43,41,43,44,41,47
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,45,45,45,46,52,47,41
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,44,45,46,40,37,41,76
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,42,43,39,43,38,44,62
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,43,44,47,52,46,45,61
Rajiv Gandhi International Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,45,42,47,47,41,41,54
Brabourne Stadium,2,Delhi Capitals,Rajasthan Royals,45,43,44,55,55,51,55
Punjab Cricket Association Stadium,1,Mumbai Indians,Punjab Kings,42,45,43,44,44,46,51
Punjab Cricket Association Stadium,2,Punjab Kings,Mumbai Indians,45,41,43,47,47,46,45
Brabourne Stadium,1,Rajasthan Royals,Delhi Capitals,43,45,42,43,43,51,43
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,43,42,40,44,43,43,55
MA Chidambaram Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,42,45,43,44,46,47,42
MA Chidambaram Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,45,44,47,47,47,47,37
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,44,43,44,43,42,43,33
Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,45,41,46,37,40,41,44
Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,43,45,44,43,52,41,41
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,42,45,42,44,41,45,66
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,45,44,43,47,46,45,34
Brabourne Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,44,44,43,56,62,51,56
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,43,45,43,44,42,43,50
Brabourne Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,43,42,41,41,36,51,36
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,45,43,44,43,42,43,36
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,42,45,45,48,46,46,61
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,45,42,41,47,48,47,44
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,43,45,47,44,49,43,57
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,45,42,42,35,49,37,49
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,45,43,45,45,42,43,45
Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,44,45,44,37,40,40,37
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,44,41,43,39,41,45
MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,43,45,44,54,46,47,40
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,42,41,43,40,41,39
MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,45,44,46,47,55,47,36
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,44,45,47,41,45,42,56
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,45,42,44,47,42,42,47
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,44,40,28,39,28
Punjab Cricket Association Stadium,1,Punjab Kings,Royal Challengers Bangalore,45,44,42,47,41,46,71
Punjab Cricket Association Stadium,2,Royal Challengers Bangalore,Punjab Kings,43,45,43,48,44,46,61
Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,43,42,37,30,40,41,46
Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,43,43,43,43,43,41,43
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,44,44,41,42,38,42,61
Brabourne Stadium,1,Rajasthan Royals,Kolkata Knight Riders,43,43,42,39,66,50,66
Brabourne Stadium,2,Kolkata Knight Riders,Rajasthan Royals,43,44,39,51,60,51,51
Punjab Cricket Association Stadium,2,Chennai Super Kings,Punjab Kings,45,45,45,40,45,46,46
Punjab Cricket Association Stadium,1,Punjab Kings,Chennai Super Kings,45,45,45,48,54,46,41
M Chinnaswamy Stadium,1,Delhi Capitals,Royal Challengers Bangalore,44,44,47,54,46,45,54
Rajiv Gandhi International Stadium,2,Mumbai Indians,Sunrisers Hyderabad,43,42,41,48,42,42,38
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mumbai Indians,44,42,43,42,37,42,29
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,45,41,41,36,40,41,54
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,43,45,46,43,45,42,48
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,43,44,44,41,41,45,41
Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,43,45,40,40,40,45,40
JSCA International Stadium Complex,2,Chennai Super Kings,Royal Challengers Bangalore,45,45,46,47,35,41,34
JSCA International Stadium Complex,1,Royal Challengers Bangalore,Chennai Super Kings,43,45,43,29,47,41,29
Eden Gardens,1,Mumbai Indians,Chennai Super Kings,43,45,46,42,41,43,61
Eden Gardens,2,Chennai Super Kings,Mumbai Indians,45,42,42,41,42,43,31
Wankhede Stadium,2,Rising Pune Supergiants,Mumbai Indians,51,41,51,51,40,42,51
Wankhede Stadium,1,Mumbai Indians,Rising Pune Supergiants,43,37,37,43,37,42,37
Eden Gardens,2,Kolkata Knight Riders,Delhi Capitals,43,45,44,45,44,43,47
Eden Gardens,1,Delhi Capitals,Kolkata Knight Riders,44,43,44,42,42,43,35
Punjab Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,57,45,57,57,45,46,57
Punjab Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,45,52,52,48,52,46,52
M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,44,44,43,43,46,45,56
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,43,42,38,44,44,45,49
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,43,43,43,44,41,43,53
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,43,42,38,45,41,43,40
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,58,58,58,58,58,58,58
Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,57,57,57,57,57,57,57
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,45,45,50,57,48,47,37
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,44,46,44,46,50,47,28
Wankhede Stadium,2,Gujarat Lions,Mumbai Indians,57,41,42,42,40,42,42
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,44,43,43,42,44,42,36
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,43,42,41,36,42,42,36
Wankhede Stadium,1,Mumbai Indians,Gujarat Lions,43,54,31,43,31,42,31
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,43,45,44,44,42,45,63
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,44,45,48,54,46,45,51
Punjab Cricket Association Stadium,2,Punjab Kings,Rising Pune Supergiants,45,47,50,48,50,46,50
Punjab Cricket Association Stadium,1,Rising Pune Supergiants,Punjab Kings,54,45,45,45,45,46,45
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,43,42,40,46,42,42,40
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,44,41,42,42,35,42,32
Punjab Cricket Association Stadium,2,Kolkata Knight Riders,Punjab Kings,43,45,47,44,45,46,65
Punjab Cricket Association Stadium,1,Punjab Kings,Kolkata Knight Riders,45,43,45,48,42,47,41
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,41,41,42,40,42,49
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,45,42,43,40,42,47
Saurashtra Cricket Association Stadium,2,Sunrisers Hyderabad,Gujarat Lions,44,46,63,63,63,57,63
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Sunrisers Hyderabad,52,42,50,50,50,59,50
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rising Pune Supergiants,43,48,44,44,44,44,44
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Royal Challengers Bangalore,51,45,36,36,36,44,36
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Punjab Kings,44,46,47,42,46,42,65
Arun Jaitley Stadium,2,Mumbai Indians,Delhi Capitals,43,45,44,47,48,47,52
Arun Jaitley Stadium,1,Delhi Capitals,Mumbai Indians,44,41,46,46,50,47,40
Rajiv Gandhi International Stadium,1,Punjab Kings,Sunrisers Hyderabad,45,42,44,47,42,42,35
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,51,44,68,54,68,57,68
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,43,47,59,59,59,43,59
Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,43,50,50,50,60,59,50
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,47,43,31,31,31,45,31
Punjab Cricket Association Stadium,2,Punjab Kings,Mumbai Indians,45,41,44,48,47,47,40
Punjab Cricket Association Stadium,1,Mumbai Indians,Punjab Kings,43,46,44,45,46,46,39
Rajiv Gandhi International Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,44,42,46,46,41,42,46
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,44,49,27,42,27,42,27
Arun Jaitley Stadium,1,Gujarat Lions,Delhi Capitals,55,45,71,71,48,47,71
Arun Jaitley Stadium,2,Delhi Capitals,Gujarat Lions,44,50,22,45,22,47,22
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,43,43,44,43,43,42,64
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,43,41,38,33,41,42,59
Maharashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,57,45,72,72,51,43,72
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,44,45,48,33,48,46,48
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,44,45,43,42,42,42,49
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,43,42,38,35,41,42,45
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,44,45,44,47,49,47,43
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,44,43,43,45,43,47,37
Saurashtra Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,45,46,59,59,56,57,59
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Mumbai Indians,44,42,54,38,54,46,54
Maharashtra Cricket Association Stadium,2,Mumbai Indians,Rising Pune Supergiants,43,49,47,47,58,46,47
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,59,46,36,58,36,57,36
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,43,43,40,44,41,45,40
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,44,45,47,53,46,45,37
Saurashtra Cricket Association Stadium,2,Delhi Capitals,Gujarat Lions,44,47,61,61,57,55,61
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Delhi Capitals,56,45,35,53,35,55,35
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,43,46,48,45,50,43,40
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,45,43,44,45,42,43,37
Arun Jaitley Stadium,2,Rising Pune Supergiants,Delhi Capitals,46,45,50,50,48,46,50
Arun Jaitley Stadium,1,Delhi Capitals,Rising Pune Supergiants,44,49,48,45,48,46,48
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Gujarat Lions,44,49,38,42,38,42,38
Rajiv Gandhi International Stadium,1,Gujarat Lions,Sunrisers Hyderabad,54,42,26,26,42,42,26
M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,46,45,60,60,46,45,60
Punjab Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,44,45,43,42,45,46,51
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,43,49,46,44,46,45,46
Punjab Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,45,45,49,47,49,46,45
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,44,42,41,43,51,41,51
Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,51,43,46,46,42,43,46
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,43,42,40,32,39,42,32
Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,43,48,28,44,28,43,28
Punjab Cricket Association Stadium,1,Royal Challengers Bangalore,Punjab Kings,43,46,45,51,45,46,56
Punjab Cricket Association Stadium,2,Punjab Kings,Royal Challengers Bangalore,45,45,44,47,47,47,50
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,44,48,34,44,34,41,34
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,47,42,25,25,38,40,25
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,43,45,42,40,46,45,39
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43,42,41,44,32,45,25
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,44,45,43,42,35,41,51
Rajiv Gandhi International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,44,41,42,39,41,42,49
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Punjab Kings,Mumbai Indians,45,42,43,31,48,39,31
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Punjab Kings,43,46,43,30,21,39,21
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,43,46,42,44,42,45,42
M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,51,45,40,40,46,45,40
Eden Gardens,1,Rising Pune Supergiants,Kolkata Knight Riders,45,43,37,37,42,43,37
Punjab Cricket Association Stadium,2,Sunrisers Hyderabad,Punjab Kings,44,45,48,45,46,47,55
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Mumbai Indians,44,42,46,49,42,38,49
Punjab Cricket Association Stadium,1,Punjab Kings,Sunrisers Hyderabad,45,42,44,47,47,47,47
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Delhi Capitals,43,45,44,27,45,38,45
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,43,43,40,38,42,43,63
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,43,45,47,44,49,43,51
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Delhi Capitals,45,45,40,40,47,39,40
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Rising Pune Supergiants,44,47,28,44,28,39,28
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,43,45,45,44,44,45,63
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,45,45,44,45,46,45,57
